Loan ID,Rating,EAD,Maturity,Sector,Country,Secured,PD,LGD,RWA,RWA_after_CDS,RWA_final
L00529,AA,439362.95,5,Real Estate,China,Yes,0.0006,0.45,162658.27,162658.273909394,162658.273909394
L00530,B,313368.82,1,Finance,France,Yes,0.05,0.45,413331.59,413331.58819258056,413331.58819258056
L00531,B,345738.71,7,Real Estate,UK,Yes,0.05,0.45,704336.97,704336.9663298812,704336.9663298812
L00532,CCC,910560.84,9,Transport,USA,Yes,0.2,0.45,2771580.76,2771580.764835033,0.0
L00533,CCC,236037.64,1,Healthcare,USA,Yes,0.2,0.45,526284.12,526284.1158990317,526284.1158990317
L00534,BBB,664375.38,10,Transport,Brazil,No,0.005,0.45,1736737.65,1042042.5926692127,1042042.5926692127
L00535,BB,384815.21,4,Real Estate,USA,Yes,0.018,0.45,502691.31,502691.3134371814,502691.3134371814
L00536,B,384661.85,3,Healthcare,France,Yes,0.05,0.45,599454.77,599454.7670329971,599454.7670329971
L00537,B,656833.57,5,Finance,Italy,No,0.05,0.45,1968086.04,1180851.6257937804,1180851.6257937804
L00538,A,524408.19,7,Manufacturing,UK,No,0.002,0.75,747293.47,747293.4667407874,747293.4667407874
L00539,BBB,588484.87,8,Healthcare,China,Yes,0.005,0.45,786116.51,786116.512362041,786116.512362041
L00540,AA,717904.86,2,Energy,Germany,Yes,0.0006,0.45,135693.89,135693.89066756747,135693.89066756747
L00541,CCC,374874.21,7,Healthcare,USA,No,0.2,0.45,1774578.52,1064747.1109486944,1064747.1109486944
L00542,BB,325748.74,1,Transport,USA,Yes,0.018,0.45,300651.99,300651.9880115288,300651.9880115288
L00543,A,257152.54,7,Transport,Germany,Yes,0.002,0.45,219868.89,219868.89231970123,219868.89231970123
L00544,BB,292814.54,8,Transport,China,Yes,0.018,0.45,532181.07,532181.0742750119,532181.0742750119
L00545,BB,1932929.36,2,Finance,China,No,0.018,0.45,3385023.38,2031014.0296104494,0.0
L00546,BBB,824341.19,9,Healthcare,Germany,Yes,0.005,0.45,1197061.23,1197061.2323557443,1197061.2323557443
L00547,AA,225136.65,1,Healthcare,China,No,0.0006,0.75,48259.43,48259.429160955086,48259.429160955086
L00548,BB,228381.1,6,Retail,France,No,0.018,0.75,594511.55,594511.5514591057,594511.5514591057
L00549,BBB,562942.65,1,Finance,China,Yes,0.005,0.45,293658.99,293658.99112933734,293658.99112933734
L00550,BB,581654.79,3,Manufacturing,UK,No,0.018,0.75,1142497.38,1142497.377902098,1142497.377902098
L00551,BBB,582125.84,6,Manufacturing,China,Yes,0.005,0.45,642205.92,642205.9152246909,642205.9152246909
L00552,B,389462.2,3,Manufacturing,USA,Yes,0.05,0.45,606935.6,606935.6042694604,606935.6042694604
L00553,BBB,415514.53,8,Manufacturing,Italy,Yes,0.005,0.45,555057.32,555057.3172074121,555057.3172074121
L00554,BBB,521226.39,5,Manufacturing,France,Yes,0.005,0.45,514396.46,514396.46263859543,514396.46263859543
L00555,B,461827.4,2,Real Estate,France,Yes,0.05,0.45,664428.33,664428.3343956362,664428.3343956362
L00556,BBB,145852.31,4,Transport,China,Yes,0.005,0.45,126976.8,126976.80449291329,126976.80449291329
L00557,AA,394391.83,9,Finance,Italy,Yes,0.0006,0.45,241294.49,241294.48743490342,241294.48743490342
L00558,AAA,289033.18,4,Real Estate,Italy,Yes,0.0003,0.45,61586.89,61586.889772170456,61586.889772170456
L00559,BB,482919.72,10,Finance,Brazil,Yes,0.018,0.45,1001113.21,1001113.214966716,1001113.214966716
L00560,BB,1968199.06,10,Retail,Italy,No,0.018,0.45,6800267.92,4080160.753532841,0.0
L00561,BB,531650.09,8,Healthcare,China,Yes,0.018,0.45,966257.06,966257.0582547121,966257.0582547121
L00562,A,378221.45,5,Energy,China,No,0.002,0.75,422406.6,422406.599001999,422406.599001999
L00563,AA,701447.09,10,Transport,Germany,Yes,0.0006,0.45,471522.67,471522.66923633806,471522.66923633806
L00564,AAA,563174.01,1,Retail,USA,Yes,0.0003,0.45,42684.3,42684.30112621254,42684.30112621254
L00565,BBB,545821.48,7,Real Estate,Brazil,Yes,0.005,0.45,665640.04,665640.0366290063,665640.0366290063
L00566,BBB,599244.69,3,Energy,China,Yes,0.005,0.45,451994.2,451994.1959118246,451994.1959118246
L00567,BBB,1237089.23,10,Healthcare,Germany,Yes,0.005,0.45,1940318.24,1940318.2408600992,0.0
L00568,BBB,251338.47,8,Retail,Brazil,Yes,0.005,0.45,335745.8,335745.79658914846,335745.79658914846
L00569,B,560629.78,3,Healthcare,USA,No,0.05,0.75,1456136.93,1456136.92546523,1456136.92546523
L00570,A,278398.67,1,Healthcare,Brazil,No,0.002,0.75,139317.79,139317.78695074687,139317.78695074687
L00571,BBB,584058.44,5,Finance,Germany,Yes,0.005,0.45,576405.19,576405.188367796,576405.188367796
L00572,BB,279471.82,2,Energy,UK,No,0.018,0.75,489422.25,489422.2546763308,489422.2546763308
L00573,BBB,359085.78,4,Finance,China,Yes,0.005,0.45,312614.62,312614.6228554438,312614.6228554438
L00574,BB,381724.74,1,Healthcare,USA,Yes,0.018,0.45,352315.41,352315.4132666298,352315.4132666298
L00575,B,720649.64,9,Retail,France,No,0.05,0.45,2734378.4,1640627.041661114,0.0
L00576,B,700274.18,6,Healthcare,USA,Yes,0.05,0.45,1342771.77,1342771.774145576,1342771.774145576
L00577,AA,237314.44,8,Real Estate,USA,Yes,0.0006,0.45,130858.52,130858.51906360965,130858.51906360965
L00578,B,454733.61,4,Healthcare,USA,Yes,0.05,0.45,763085.83,763085.8313459166,763085.8313459166
L00579,BBB,310273.69,9,Finance,UK,Yes,0.005,0.45,450561.75,450561.74582148955,450561.74582148955
L00580,A,235801.95,2,Energy,China,Yes,0.002,0.45,92602.96,92602.95982028071,92602.95982028071
L00581,BBB,396920.57,9,Retail,Germany,Yes,0.005,0.45,576385.4,576385.4001660945,576385.4001660945
L00582,CCC,379177.08,5,Finance,China,Yes,0.2,0.45,999791.19,999791.19348543,999791.19348543
L00583,BBB,1488617.27,6,Healthcare,France,Yes,0.005,0.45,1642254.56,1642254.5618308764,0.0
L00584,A,549343.89,3,Real Estate,Germany,No,0.002,0.75,444212.92,444212.9184723615,444212.9184723615
L00585,BB,222168.47,4,Transport,Brazil,Yes,0.018,0.45,290222.83,290222.8318590344,290222.8318590344
L00586,A,333571.66,6,Real Estate,Brazil,No,0.002,0.75,423943.89,423943.89181474765,423943.89181474765
L00587,AA,737256.87,7,Healthcare,Brazil,No,0.0006,0.75,603339.09,603339.0860082823,603339.0860082823
L00588,AA,1256978.5,1,Real Estate,Germany,No,0.0006,0.75,269441.09,269441.0922326222,269441.0922326222
L00589,AA,200187.23,7,Transport,Italy,No,0.0006,0.75,163824.56,163824.5573469255,163824.5573469255
L00590,A,172825.52,1,Real Estate,UK,Yes,0.002,0.45,51891.78,51891.77586590922,51891.77586590922
L00591,AA,1127465.32,5,Transport,Italy,Yes,0.0006,0.45,417403.34,417403.34009479533,417403.34009479533
L00592,BB,537566.14,6,Healthcare,China,Yes,0.018,0.45,839621.0,839621.0016589365,839621.0016589365
L00593,A,286603.11,2,Transport,Brazil,No,0.002,0.75,187588.89,187588.89454828156,187588.89454828156
L00594,A,577991.56,10,Finance,UK,Yes,0.002,0.45,654513.37,654513.3664012831,654513.3664012831
L00595,B,118435.78,9,Finance,Germany,Yes,0.05,0.45,269630.25,269630.2510721112,269630.2510721112
L00596,BBB,443160.71,10,Transport,Brazil,Yes,0.005,0.45,695077.44,695077.4353160545,695077.4353160545
L00597,BB,521211.19,6,Retail,Germany,No,0.018,0.75,1356793.86,1356793.855554364,1356793.855554364
L00598,A,702313.43,7,Energy,UK,Yes,0.002,0.45,600487.46,600487.4613151791,600487.4613151791
L00599,A,266479.35,10,Retail,Germany,Yes,0.002,0.45,301759.24,301759.2444514687,301759.2444514687
L00600,AAA,461779.87,8,Transport,Germany,Yes,0.0003,0.45,182923.81,182923.81179745475,182923.81179745475
L00601,A,278531.85,10,Energy,France,No,0.002,0.75,525679.01,525679.0104728553,525679.0104728553
L00602,A,502671.36,1,Finance,China,Yes,0.002,0.45,150929.73,150929.73275782284,150929.73275782284
L00603,A,282752.39,8,Energy,Italy,Yes,0.002,0.45,267900.31,267900.3112344198,267900.3112344198
L00604,AA,360753.28,4,Transport,Italy,No,0.0006,0.75,186277.27,186277.2736626617,186277.2736626617
L00605,AA,268899.32,10,Finance,Italy,Yes,0.0006,0.45,180757.93,180757.93160997535,180757.93160997535
L00606,BBB,612661.66,8,Energy,USA,No,0.005,0.75,1364021.04,1364021.04219813,1364021.04219813
L00607,A,679576.82,6,Energy,France,Yes,0.002,0.45,518213.88,518213.88278229075,518213.88278229075
L00608,BBB,393442.3,9,Retail,Brazil,Yes,0.005,0.45,571334.45,571334.4549711007,571334.4549711007
L00609,BBB,450953.27,4,Energy,Brazil,No,0.005,0.75,654321.77,654321.772486039,654321.772486039
L00610,BB,214422.64,2,Healthcare,Brazil,No,0.018,0.75,375505.52,375505.5229627488,375505.5229627488
L00611,AAA,380850.3,2,Transport,Italy,Yes,0.0003,0.45,46294.1,46294.09703540113,46294.09703540113
L00612,BB,431446.02,5,Manufacturing,China,Yes,0.018,0.45,618739.35,618739.3505405188,618739.3505405188
L00613,BB,1640311.21,10,Manufacturing,Italy,No,0.018,0.45,5667392.05,3400435.22966725,0.0
L00614,AA,253727.59,9,Manufacturing,China,Yes,0.0006,0.45,155234.12,155234.12028373743,155234.12028373743
L00615,B,919962.9,3,Transport,France,No,0.05,0.45,2389441.3,1433664.7782942355,1433664.7782942355
L00616,B,728271.64,8,Manufacturing,China,No,0.05,0.45,2618008.46,1570805.0785828228,0.0
L00617,AA,509058.49,4,Retail,Germany,Yes,0.0006,0.45,157713.37,157713.37294901052,157713.37294901052
L00618,A,1065878.86,6,Transport,Italy,No,0.002,0.75,1354649.95,1354649.9487140684,1354649.9487140684
L00619,B,532880.64,10,Healthcare,Brazil,Yes,0.05,0.45,1276939.01,1276939.0101511132,1276939.0101511132
L00620,BB,537443.87,6,Finance,Germany,No,0.018,0.75,1399050.05,1399050.0482565586,1399050.0482565586
L00621,A,430817.43,3,Healthcare,Italy,Yes,0.002,0.45,209021.71,209021.7126933684,209021.7126933684
L00622,A,815685.74,5,Transport,UK,No,0.002,0.75,910976.99,910976.9932081557,910976.9932081557
L00623,BBB,765461.82,3,Transport,USA,No,0.005,0.75,962278.86,962278.8642819172,962278.8642819172
L00624,BBB,323566.96,1,Energy,Italy,No,0.005,0.75,281314.47,281314.4673392771,281314.4673392771
L00625,BB,228748.04,7,Energy,UK,No,0.018,0.75,644185.26,644185.2573127539,644185.2573127539
L00626,BBB,399716.04,4,Energy,France,Yes,0.005,0.45,347986.71,347986.7097323416,347986.7097323416
L00627,BBB,296552.85,7,Real Estate,UK,Yes,0.005,0.45,361652.04,361652.03673632664,361652.03673632664
L00628,BB,428582.15,3,Retail,France,No,0.018,0.75,841829.19,841829.1932069255,841829.1932069255
L00629,AAA,821361.88,5,Transport,Italy,No,0.0003,0.75,354337.09,354337.0941534797,354337.0941534797
L00630,A,351986.88,5,Healthcare,France,No,0.002,0.75,393107.22,393107.2150300432,393107.2150300432
L00631,BB,433041.27,2,Transport,UK,No,0.018,0.75,758359.23,758359.2318227352,758359.2318227352
L00632,B,455436.4,10,Energy,China,Yes,0.05,0.45,1091359.79,1091359.7945738588,1091359.7945738588
L00633,BBB,676180.57,2,Transport,USA,Yes,0.005,0.45,431377.21,431377.2050585525,431377.2050585525
L00634,BBB,143854.17,4,Finance,Germany,Yes,0.005,0.45,125237.25,125237.25417568164,125237.25417568164
L00635,AA,326651.74,4,Transport,Germany,No,0.0006,0.75,168668.72,168668.72441011376,168668.72441011376
L00636,BBB,491708.75,4,Healthcare,USA,Yes,0.005,0.45,428074.16,428074.164997488,428074.164997488
L00637,BBB,806161.58,6,Manufacturing,Brazil,No,0.005,0.75,1482273.25,1482273.2466886165,1482273.2466886165
L00638,A,345949.74,2,Finance,Germany,Yes,0.002,0.45,135859.65,135859.6477809304,135859.6477809304
L00639,A,173117.12,6,Finance,Italy,Yes,0.002,0.45,132011.12,132011.11675834935,132011.11675834935
L00640,BBB,603110.51,7,Transport,Brazil,Yes,0.005,0.45,735505.14,735505.136162356,735505.136162356
L00641,AAA,322003.86,10,Real Estate,Italy,Yes,0.0003,0.45,157025.86,157025.86330064115,157025.86330064115
L00642,A,244059.34,3,Energy,UK,No,0.002,0.75,197352.36,197352.35737643018,197352.35737643018
L00643,A,323782.51,8,Retail,UK,Yes,0.002,0.45,306775.25,306775.25025079946,306775.25025079946
L00644,A,403421.55,2,Retail,Brazil,Yes,0.002,0.45,158429.69,158429.68892023736,158429.68892023736
L00645,AA,326971.3,8,Manufacturing,Brazil,Yes,0.0006,0.45,180296.57,180296.57232110793,180296.57232110793
L00646,B,146857.35,5,Retail,Brazil,No,0.05,0.75,440032.17,440032.1695577219,440032.1695577219
L00647,BBB,692825.26,2,Retail,Brazil,No,0.005,0.75,736659.8,736659.7955059177,736659.7955059177
L00648,BB,836881.3,7,Energy,France,Yes,0.018,0.45,1414062.2,1414062.2028868059,1414062.2028868059
L00649,BB,612779.84,2,Energy,China,No,0.018,0.75,1073124.62,1073124.6209832577,1073124.6209832577
L00650,BBB,250485.71,6,Real Estate,Brazil,Yes,0.005,0.45,276337.85,276337.8527248619,276337.8527248619
L00651,AA,400013.76,10,Healthcare,China,Yes,0.0006,0.45,268894.92,268894.9152907084,268894.9152907084
L00652,BBB,440973.18,3,Manufacturing,Brazil,No,0.005,0.75,554357.07,554357.0688204743,554357.0688204743
L00653,BBB,596835.73,9,Retail,UK,Yes,0.005,0.45,866690.79,866690.7866968777,866690.7866968777
L00654,BB,617954.58,3,Real Estate,Italy,No,0.018,0.75,1213798.11,1213798.1143636627,1213798.1143636627
L00655,BBB,306481.63,3,Manufacturing,China,Yes,0.005,0.45,231170.87,231170.8726423514,231170.8726423514
L00656,AA,460928.3,5,Finance,UK,No,0.0006,0.75,284403.44,284403.4439483776,284403.4439483776
L00657,A,556064.85,7,Retail,Germany,Yes,0.002,0.45,475442.95,475442.9515937148,475442.9515937148
L00658,BBB,916127.81,8,Retail,France,Yes,0.005,0.45,1223792.21,1223792.2087530894,1223792.2087530894
L00659,BB,629230.72,7,Energy,France,No,0.018,0.45,1771998.37,1063199.0200369526,1063199.0200369526
L00660,BBB,656401.78,9,Transport,Italy,Yes,0.005,0.45,953189.21,953189.2051728051,953189.2051728051
L00661,BBB,461350.49,5,Manufacturing,Brazil,Yes,0.005,0.45,455305.15,455305.15078598127,455305.15078598127
L00662,CCC,895582.45,10,Retail,UK,Yes,0.2,0.45,2817132.19,2817132.193516503,0.0
L00663,BB,543009.12,3,Manufacturing,Germany,Yes,0.018,0.45,639953.29,639953.2916528642,639953.2916528642
L00664,A,287637.43,6,Healthcare,UK,Yes,0.002,0.45,219339.01,219339.01370240876,219339.01370240876
L00665,AA,892413.6,5,Real Estate,Brazil,Yes,0.0006,0.45,330383.92,330383.92470113456,330383.92470113456
L00666,A,627156.65,4,Real Estate,Brazil,No,0.002,0.75,603778.75,603778.7492771293,603778.7492771293
L00667,A,354505.09,2,Transport,USA,Yes,0.002,0.45,139219.46,139219.46194827906,139219.46194827906
L00668,A,348102.94,7,Retail,UK,No,0.002,0.75,496054.52,496054.51969630824,496054.51969630824
L00669,A,513131.68,5,Healthcare,Italy,Yes,0.002,0.45,343846.51,343846.5075774767,343846.5075774767
L00670,A,557708.89,4,Energy,UK,Yes,0.002,0.45,322151.84,322151.8350143647,322151.8350143647
L00671,A,488280.9,8,Retail,France,Yes,0.002,0.45,462633.07,462633.06591262633,462633.06591262633
L00672,B,516925.65,9,Manufacturing,Germany,Yes,0.05,0.45,1176830.12,1176830.116668411,1176830.116668411
L00673,AA,1035069.04,9,Finance,China,Yes,0.0006,0.45,633269.85,633269.846047616,633269.846047616
L00674,BBB,755981.04,3,Real Estate,Italy,Yes,0.005,0.45,570216.22,570216.2205215117,570216.2205215117
L00675,BBB,486658.44,3,Manufacturing,USA,Yes,0.005,0.45,367073.41,367073.4074781755,367073.4074781755
L00676,CCC,708322.86,5,Transport,Germany,Yes,0.2,0.45,1867662.88,1867662.880816565,0.0
L00677,AA,264008.89,5,Real Estate,Germany,Yes,0.0006,0.45,97739.76,97739.76240858513,97739.76240858513
L00678,BBB,539805.15,10,Energy,China,Yes,0.005,0.45,846659.85,846659.8476936236,846659.8476936236
L00679,CCC,1093236.56,2,Real Estate,France,No,0.2,0.45,4248009.8,2548805.88192114,0.0
L00680,B,396716.44,1,Finance,France,Yes,0.05,0.45,523266.6,523266.5975105838,523266.5975105838
L00681,B,289578.89,8,Healthcare,France,Yes,0.05,0.45,624591.11,624591.1087000128,624591.1087000128
L00682,A,319322.09,3,Retail,Italy,Yes,0.002,0.45,154927.0,154926.99576390383,154926.99576390383
L00683,A,256576.84,1,Finance,UK,Yes,0.002,0.45,77038.55,77038.55237156672,77038.55237156672
L00684,BB,298826.69,1,Healthcare,Germany,Yes,0.018,0.45,275804.1,275804.10109768907,275804.10109768907
L00685,B,367598.27,2,Finance,UK,No,0.05,0.75,881435.74,881435.7422376749,881435.7422376749
L00686,BBB,219085.31,6,Retail,UK,No,0.005,0.75,402827.8,402827.7975681774,402827.7975681774
L00687,BBB,445881.8,6,Real Estate,France,No,0.005,0.75,819833.99,819833.9882748622,819833.9882748622
L00688,A,694632.76,3,Transport,UK,No,0.002,0.75,561697.06,561697.055711517,561697.055711517
L00689,BB,281003.36,4,Retail,Germany,Yes,0.018,0.45,367079.95,367079.95018871815,367079.95018871815
L00690,A,945663.39,2,Retail,Germany,Yes,0.002,0.45,371376.19,371376.18627700256,371376.18627700256
L00691,A,571143.66,2,Healthcare,Brazil,No,0.002,0.75,373827.79,373827.79205591866,373827.79205591866
L00692,BBB,740655.06,7,Energy,USA,Yes,0.005,0.45,903243.42,903243.4217646746,903243.4217646746
L00693,BBB,318406.05,1,Real Estate,Italy,Yes,0.005,0.45,166096.49,166096.49208934043,166096.49208934043
L00694,A,678244.16,7,Retail,UK,No,0.002,0.75,966513.18,966513.1843632979,966513.1843632979
L00695,AA,256281.84,1,Transport,Italy,No,0.0006,0.75,54935.59,54935.592684350704,54935.592684350704
L00696,BB,690467.2,6,Manufacturing,Italy,Yes,0.018,0.45,1078436.16,1078436.1568543755,1078436.1568543755
L00697,A,482106.19,3,Real Estate,Italy,Yes,0.002,0.45,233905.72,233905.7208847713,233905.7208847713
L00698,BBB,583398.41,8,Energy,China,No,0.005,0.75,1298869.77,1298869.7664301891,1298869.7664301891
L00699,A,245782.6,6,Finance,Brazil,No,0.002,0.75,312370.76,312370.75710912433,312370.75710912433
L00700,BBB,282791.48,2,Retail,Italy,No,0.005,0.75,300683.49,300683.4852234109,300683.4852234109
L00701,BBB,596368.54,8,Transport,Brazil,No,0.005,0.75,1327746.28,1327746.2759216516,1327746.2759216516
L00702,AA,275357.63,5,Real Estate,Germany,Yes,0.0006,0.45,101941.22,101941.22377315056,101941.22377315056
L00703,A,557714.88,8,Transport,China,Yes,0.002,0.45,528419.9,528419.9010026656,528419.9010026656
L00704,AA,223335.65,8,Transport,UK,Yes,0.0006,0.45,123150.42,123150.41770365366,123150.41770365366
L00705,AA,676093.8,6,Healthcare,Brazil,Yes,0.0006,0.45,291135.43,291135.4269819119,291135.4269819119
L00706,CCC,238885.19,2,Finance,USA,No,0.2,0.75,928240.66,928240.6627159894,928240.6627159894
L00707,A,583120.99,8,Energy,Italy,No,0.002,0.75,920819.18,920819.1821610125,920819.1821610125
L00708,B,604898.21,6,Real Estate,China,Yes,0.05,0.45,1159888.89,1159888.8918326006,1159888.8918326006
L00709,A,312267.07,6,Retail,USA,Yes,0.002,0.45,238120.44,238120.43914292043,238120.43914292043
L00710,BB,591852.83,8,Energy,Germany,Yes,0.018,0.45,1075673.62,1075673.6153952805,1075673.6153952805
L00711,BB,503944.35,1,Retail,Germany,No,0.018,0.75,775198.04,775198.0390094405,775198.0390094405
L00712,BBB,337924.94,2,Manufacturing,France,Yes,0.005,0.45,215583.12,215583.1187766591,215583.1187766591
L00713,BBB,267191.97,9,Transport,Italy,Yes,0.005,0.45,388000.93,388000.9306386341,388000.9306386341
L00714,BBB,165824.81,8,Manufacturing,France,Yes,0.005,0.45,221513.97,221513.97248377535,221513.97248377535
L00715,A,526931.07,7,Healthcare,China,Yes,0.002,0.45,450533.18,450533.17649413436,450533.17649413436
L00716,B,202318.53,7,Transport,USA,No,0.05,0.75,686936.96,686936.962947737,686936.962947737
L00717,B,464014.97,5,Finance,UK,Yes,0.05,0.45,834203.45,834203.45235575,834203.45235575
L00718,CCC,387811.97,2,Energy,France,Yes,0.2,0.45,904156.95,904156.9467960573,904156.9467960573
L00719,AA,621301.27,6,Retail,Germany,Yes,0.0006,0.45,267541.0,267540.9987872306,267540.9987872306
L00720,BB,380399.48,10,Healthcare,Italy,Yes,0.018,0.45,788584.38,788584.3767044075,788584.3767044075
L00721,B,375223.12,3,Finance,USA,No,0.05,0.75,974575.84,974575.8427607449,974575.8427607449
L00722,A,637899.07,4,Retail,Brazil,Yes,0.002,0.45,368472.44,368472.4408005342,368472.4408005342
L00723,AA,523100.57,10,Energy,China,Yes,0.0006,0.45,351635.61,351635.6123816123,351635.6123816123
L00724,BB,518180.01,2,Real Estate,China,No,0.018,0.75,907457.61,907457.6063604682,907457.6063604682
L00725,BBB,559407.68,2,Healthcare,Germany,Yes,0.005,0.45,356880.59,356880.59106266417,356880.59106266417
L00726,B,205297.19,8,Manufacturing,Brazil,No,0.05,0.75,738007.29,738007.2923311571,738007.2923311571
L00727,AA,645896.36,8,Manufacturing,China,Yes,0.0006,0.45,356156.33,356156.3347690772,356156.3347690772
L00728,BB,600930.4,10,Retail,UK,Yes,0.018,0.45,1245754.4,1245754.3972634512,1245754.3972634512
L00729,A,266108.24,6,Retail,Italy,No,0.002,0.75,338203.08,338203.0802903727,338203.0802903727
L00730,A,391585.74,5,Retail,UK,No,0.002,0.75,437332.15,437332.151973615,437332.151973615
L00731,A,433803.24,8,Healthcare,China,Yes,0.002,0.45,411016.94,411016.94316536,411016.94316536
L00732,B,413640.12,4,Energy,UK,Yes,0.05,0.45,694127.08,694127.0843125598,694127.0843125598
L00733,BB,522787.31,4,Real Estate,China,Yes,0.018,0.45,682926.85,682926.8508180613,682926.8508180613
L00734,BBB,904993.82,5,Manufacturing,Italy,Yes,0.005,0.45,893135.17,893135.1686122218,893135.1686122218
L00735,BBB,759855.35,1,Finance,Italy,Yes,0.005,0.45,396378.49,396378.4863080271,396378.4863080271
L00736,B,229553.27,1,Transport,Brazil,No,0.05,0.75,504632.3,504632.30336647324,504632.30336647324
L00737,BBB,603822.16,2,Healthcare,UK,Yes,0.005,0.45,385215.32,385215.3216014742,385215.3216014742
L00738,B,859809.95,8,Healthcare,USA,Yes,0.05,0.45,1854519.33,1854519.3330280483,0.0
L00739,BBB,536812.56,7,Energy,Brazil,Yes,0.005,0.45,654653.48,654653.4813934232,654653.4813934232
L00740,BBB,763363.96,10,Manufacturing,Italy,Yes,0.005,0.45,1197301.68,1197301.6821132612,1197301.6821132612
L00741,BBB,1210005.21,9,Real Estate,Germany,No,0.005,0.45,2928500.86,1757100.513004174,0.0
L00742,A,738114.89,5,Energy,China,Yes,0.002,0.45,494606.43,494606.4275693003,494606.4275693003
L00743,BB,501146.77,2,Finance,Brazil,Yes,0.018,0.45,526576.99,526576.9881854147,526576.9881854147
L00744,BBB,746047.27,7,Manufacturing,France,No,0.005,0.45,1516365.55,909819.3279783898,909819.3279783898
L00745,A,475653.02,8,Energy,USA,Yes,0.002,0.45,450668.49,450668.4880633254,450668.4880633254
L00746,B,447732.63,7,Manufacturing,China,Yes,0.05,0.45,912118.41,912118.4097120601,912118.4097120601
L00747,BBB,371124.51,7,Manufacturing,Brazil,Yes,0.005,0.45,452593.64,452593.643676907,452593.643676907
L00748,BBB,966761.09,5,Healthcare,Italy,No,0.005,0.45,1590155.11,954093.066762473,954093.066762473
L00749,B,293838.53,2,Real Estate,Italy,No,0.05,0.75,704572.91,704572.9099556898,704572.9099556898
L00750,BB,951870.11,6,Healthcare,USA,Yes,0.018,0.45,1486719.63,1486719.634550275,1486719.634550275
L00751,AA,568031.45,4,Transport,France,Yes,0.0006,0.45,175984.01,175984.01299744006,175984.01299744006
L00752,B,219772.22,10,Real Estate,Brazil,No,0.05,0.75,877731.65,877731.6469516596,877731.6469516596
L00753,BB,531694.65,2,Manufacturing,Brazil,Yes,0.018,0.45,558674.99,558674.9914227686,558674.9914227686
L00754,A,154815.09,9,Energy,UK,Yes,0.002,0.45,160997.31,160997.30549654856,160997.30549654856
L00755,AA,604861.03,7,Finance,Germany,No,0.0006,0.75,494992.07,494992.0656585109,494992.0656585109
L00756,BB,688737.67,6,Real Estate,Italy,Yes,0.018,0.45,1075734.82,1075734.8153766568,1075734.8153766568
L00757,BB,329002.96,5,Transport,Brazil,Yes,0.018,0.45,471825.14,471825.1376992846,471825.1376992846
L00758,BBB,470604.75,3,Manufacturing,Brazil,No,0.005,0.75,591607.57,591607.5662084304,591607.5662084304
L00759,B,1175352.57,10,Finance,China,Yes,0.05,0.45,2816491.04,2816491.0388081786,0.0
L00760,BB,343563.3,10,Real Estate,China,Yes,0.018,0.45,712221.4,712221.4015355892,712221.4015355892
L00761,A,260549.0,4,Healthcare,Brazil,Yes,0.002,0.45,150502.06,150502.06293315082,150502.06293315082
L00762,A,928041.47,3,Healthcare,France,Yes,0.002,0.45,450262.23,450262.23175295227,450262.23175295227
L00763,A,1180316.99,8,Real Estate,Germany,Yes,0.002,0.45,1118318.71,1118318.7133317373,1118318.7133317373
L00764,BB,443231.66,3,Real Estate,Brazil,Yes,0.018,0.45,522362.42,522362.4232715707,522362.4232715707
L00765,AAA,733609.04,7,Real Estate,USA,No,0.0003,0.75,428385.54,428385.5433518813,428385.5433518813
L00766,BBB,865219.02,7,Finance,Italy,No,0.005,0.45,1758586.04,1055151.6224039276,1055151.6224039276
L00767,BB,305210.78,7,Healthcare,UK,Yes,0.018,0.45,515708.77,515708.7724526767,515708.7724526767
L00768,B,347092.67,7,Energy,China,No,0.05,0.75,1178492.08,1178492.0767821963,1178492.0767821963
L00769,A,818670.74,2,Transport,USA,No,0.002,0.75,535840.45,535840.4488898381,535840.4488898381
L00770,B,1027364.29,10,Transport,Italy,No,0.05,0.45,4103112.53,2461867.5197830442,0.0
L00771,AA,586214.14,3,Manufacturing,China,Yes,0.0006,0.45,146209.9,146209.89796994938,146209.89796994938
L00772,B,284956.79,10,Retail,France,No,0.05,0.75,1138067.37,1138067.3708294805,1138067.3708294805
L00773,AA,1194849.22,9,Energy,China,Yes,0.0006,0.45,731025.62,731025.6150638164,731025.6150638164
L00774,BBB,339257.45,3,Healthcare,Germany,Yes,0.005,0.45,255892.79,255892.79451077996,255892.79451077996
L00775,BB,374157.13,2,Manufacturing,Germany,Yes,0.018,0.45,393143.38,393143.37918111024,393143.37918111024
L00776,AA,525008.07,9,Manufacturing,Italy,No,0.0006,0.75,535345.58,535345.5773067013,535345.5773067013
L00777,A,962298.73,10,Real Estate,USA,Yes,0.002,0.45,1089699.96,1089699.9624976865,1089699.9624976865
L00778,BB,678057.92,9,Retail,UK,Yes,0.018,0.45,1318995.83,1318995.827548087,1318995.827548087
L00779,BB,544396.3,4,Healthcare,France,No,0.018,0.75,1185258.47,1185258.46504067,1185258.46504067
L00780,BB,557737.81,9,Retail,Italy,No,0.018,0.45,1808237.47,1084942.4843467765,1084942.4843467765
L00781,BB,452144.61,3,Energy,France,No,0.018,0.75,888111.02,888111.0243372477,888111.0243372477
