Loan ID,Rating,PD,EAD,LGD,Maturity,Sector,Country,Secured,RWA,RWA_after_CDS,RWA_final
L00586,A,0.002,333571.66,0.75,6,Real Estate,Brazil,No,423943.89,423943.89,423943.89
L00587,AA,0.0006,737256.87,0.75,7,Healthcare,Brazil,No,603339.09,603339.09,603339.09
L00588,AA,0.0006,1256978.5,0.75,1,Real Estate,Germany,No,269441.09,269441.09,269441.09
L00589,AA,0.0006,200187.23,0.75,7,Transport,Italy,No,163824.56,163824.56,163824.56
L00590,A,0.002,172825.52,0.45,1,Real Estate,UK,Yes,51891.78,51891.78,51891.78
L00591,AA,0.0006,1127465.32,0.45,5,Transport,Italy,Yes,417403.34,417403.34,417403.34
L00592,BB,0.018,537566.14,0.45,6,Healthcare,China,Yes,839621.0,839621.0,839621.0
L00593,A,0.002,286603.11,0.75,2,Transport,Brazil,No,187588.89,187588.89,187588.89
L00594,A,0.002,577991.56,0.45,10,Finance,UK,Yes,654513.37,654513.37,654513.37
L00595,B,0.05,118435.78,0.45,9,Finance,Germany,Yes,269630.25,269630.25,269630.25
L00596,BBB,0.005,443160.71,0.45,10,Transport,Brazil,Yes,695077.44,695077.44,695077.44
L00597,BB,0.018,521211.19,0.75,6,Retail,Germany,No,1356793.86,1356793.86,1356793.86
L00598,A,0.002,702313.43,0.45,7,Energy,UK,Yes,600487.46,600487.46,600487.46
L00599,A,0.002,266479.35,0.45,10,Retail,Germany,Yes,301759.24,301759.24,301759.24
L00600,AAA,0.0003,461779.87,0.45,8,Transport,Germany,Yes,182923.81,182923.81,182923.81
L00601,A,0.002,278531.85,0.75,10,Energy,France,No,525679.01,525679.01,525679.01
L00602,A,0.002,502671.36,0.45,1,Finance,China,Yes,150929.73,150929.73,150929.73
L00603,A,0.002,282752.39,0.45,8,Energy,Italy,Yes,267900.31,267900.31,267900.31
L00604,AA,0.0006,360753.28,0.75,4,Transport,Italy,No,186277.27,186277.27,186277.27
L00605,AA,0.0006,268899.32,0.45,10,Finance,Italy,Yes,180757.93,180757.93,180757.93
L00606,BBB,0.005,612661.66,0.75,8,Energy,USA,No,1364021.04,1364021.04,1364021.04
L00607,A,0.002,679576.82,0.45,6,Energy,France,Yes,518213.88,518213.88,518213.88
L00608,BBB,0.005,393442.3,0.45,9,Retail,Brazil,Yes,571334.45,571334.45,571334.45
L00609,BBB,0.005,450953.27,0.75,4,Energy,Brazil,No,654321.77,654321.77,654321.77
L00610,BB,0.018,214422.64,0.75,2,Healthcare,Brazil,No,375505.52,375505.52,375505.52
L00611,AAA,0.0003,380850.3,0.45,2,Transport,Italy,Yes,46294.1,46294.1,46294.1
L00612,BB,0.018,431446.02,0.45,5,Manufacturing,China,Yes,618739.35,618739.35,618739.35
L00613,BB,0.018,1640311.21,0.45,10,Manufacturing,Italy,No,5667392.05,3400435.23,0.0
L00614,AA,0.0006,253727.59,0.45,9,Manufacturing,China,Yes,155234.12,155234.12,155234.12
L00615,B,0.05,919962.9,0.45,3,Transport,France,No,2389441.3,1433664.78,1433664.78
L00616,B,0.05,728271.64,0.45,8,Manufacturing,China,No,2618008.46,1570805.08,0.0
L00617,AA,0.0006,509058.49,0.45,4,Retail,Germany,Yes,157713.37,157713.37,157713.37
L00618,A,0.002,1065878.86,0.75,6,Transport,Italy,No,1354649.95,1354649.95,1354649.95
L00619,B,0.05,532880.64,0.45,10,Healthcare,Brazil,Yes,1276939.01,1276939.01,1276939.01
L00620,BB,0.018,537443.87,0.75,6,Finance,Germany,No,1399050.05,1399050.05,1399050.05
L00621,A,0.002,430817.43,0.45,3,Healthcare,Italy,Yes,209021.71,209021.71,209021.71
L00622,A,0.002,815685.74,0.75,5,Transport,UK,No,910976.99,910976.99,910976.99
L00623,BBB,0.005,765461.82,0.75,3,Transport,USA,No,962278.86,962278.86,962278.86
L00624,BBB,0.005,323566.96,0.75,1,Energy,Italy,No,281314.47,281314.47,281314.47
L00625,BB,0.018,228748.04,0.75,7,Energy,UK,No,644185.26,644185.26,644185.26
L00626,BBB,0.005,399716.04,0.45,4,Energy,France,Yes,347986.71,347986.71,347986.71
L00627,BBB,0.005,296552.85,0.45,7,Real Estate,UK,Yes,361652.04,361652.04,361652.04
L00628,BB,0.018,428582.15,0.75,3,Retail,France,No,841829.19,841829.19,841829.19
L00629,AAA,0.0003,821361.88,0.75,5,Transport,Italy,No,354337.09,354337.09,354337.09
L00630,A,0.002,351986.88,0.75,5,Healthcare,France,No,393107.22,393107.22,393107.22
L00631,BB,0.018,433041.27,0.75,2,Transport,UK,No,758359.23,758359.23,758359.23
L00632,B,0.05,455436.4,0.45,10,Energy,China,Yes,1091359.79,1091359.79,1091359.79
L00633,BBB,0.005,676180.57,0.45,2,Transport,USA,Yes,431377.21,431377.21,431377.21
L00634,BBB,0.005,143854.17,0.45,4,Finance,Germany,Yes,125237.25,125237.25,125237.25
L00635,AA,0.0006,326651.74,0.75,4,Transport,Germany,No,168668.72,168668.72,168668.72
L00636,BBB,0.005,491708.75,0.45,4,Healthcare,USA,Yes,428074.16,428074.16,428074.16
L00637,BBB,0.005,806161.58,0.75,6,Manufacturing,Brazil,No,1482273.25,1482273.25,1482273.25
L00638,A,0.002,345949.74,0.45,2,Finance,Germany,Yes,135859.65,135859.65,135859.65
L00639,A,0.002,173117.12,0.45,6,Finance,Italy,Yes,132011.12,132011.12,132011.12
L00640,BBB,0.005,603110.51,0.45,7,Transport,Brazil,Yes,735505.14,735505.14,735505.14
L00641,AAA,0.0003,322003.86,0.45,10,Real Estate,Italy,Yes,157025.86,157025.86,157025.86
L00642,A,0.002,244059.34,0.75,3,Energy,UK,No,197352.36,197352.36,197352.36
L00643,A,0.002,323782.51,0.45,8,Retail,UK,Yes,306775.25,306775.25,306775.25
L00644,A,0.002,403421.55,0.45,2,Retail,Brazil,Yes,158429.69,158429.69,158429.69
L00645,AA,0.0006,326971.3,0.45,8,Manufacturing,Brazil,Yes,180296.57,180296.57,180296.57
L00646,B,0.05,146857.35,0.75,5,Retail,Brazil,No,440032.17,440032.17,440032.17
L00647,BBB,0.005,692825.26,0.75,2,Retail,Brazil,No,736659.8,736659.8,736659.8
L00648,BB,0.018,836881.3,0.45,7,Energy,France,Yes,1414062.2,1414062.2,1414062.2
L00649,BB,0.018,612779.84,0.75,2,Energy,China,No,1073124.62,1073124.62,1073124.62
L00650,BBB,0.005,250485.71,0.45,6,Real Estate,Brazil,Yes,276337.85,276337.85,276337.85
L00651,AA,0.0006,400013.76,0.45,10,Healthcare,China,Yes,268894.92,268894.92,268894.92
L00652,BBB,0.005,440973.18,0.75,3,Manufacturing,Brazil,No,554357.07,554357.07,554357.07
L00653,BBB,0.005,596835.73,0.45,9,Retail,UK,Yes,866690.79,866690.79,866690.79
L00654,BB,0.018,617954.58,0.75,3,Real Estate,Italy,No,1213798.11,1213798.11,1213798.11
L00655,BBB,0.005,306481.63,0.45,3,Manufacturing,China,Yes,231170.87,231170.87,231170.87
L00656,AA,0.0006,460928.3,0.75,5,Finance,UK,No,284403.44,284403.44,284403.44
L00657,A,0.002,556064.85,0.45,7,Retail,Germany,Yes,475442.95,475442.95,475442.95
L00658,BBB,0.005,916127.81,0.45,8,Retail,France,Yes,1223792.21,1223792.21,1223792.21
L00659,BB,0.018,629230.72,0.45,7,Energy,France,No,1771998.37,1063199.02,1063199.02
L00660,BBB,0.005,656401.78,0.45,9,Transport,Italy,Yes,953189.21,953189.21,953189.21
L00661,BBB,0.005,461350.49,0.45,5,Manufacturing,Brazil,Yes,455305.15,455305.15,455305.15
L00662,CCC,0.2,895582.45,0.45,10,Retail,UK,Yes,2817132.19,2817132.19,0.0
L00663,BB,0.018,543009.12,0.45,3,Manufacturing,Germany,Yes,639953.29,639953.29,639953.29
L00664,A,0.002,287637.43,0.45,6,Healthcare,UK,Yes,219339.01,219339.01,219339.01
L00665,AA,0.0006,892413.6,0.45,5,Real Estate,Brazil,Yes,330383.92,330383.92,330383.92
L00666,A,0.002,627156.65,0.75,4,Real Estate,Brazil,No,603778.75,603778.75,603778.75
L00667,A,0.002,354505.09,0.45,2,Transport,USA,Yes,139219.46,139219.46,139219.46
L00668,A,0.002,348102.94,0.75,7,Retail,UK,No,496054.52,496054.52,496054.52
L00669,A,0.002,513131.68,0.45,5,Healthcare,Italy,Yes,343846.51,343846.51,343846.51
L00670,A,0.002,557708.89,0.45,4,Energy,UK,Yes,322151.84,322151.84,322151.84
L00671,A,0.002,488280.9,0.45,8,Retail,France,Yes,462633.07,462633.07,462633.07
L00672,B,0.05,516925.65,0.45,9,Manufacturing,Germany,Yes,1176830.12,1176830.12,1176830.12
L00673,AA,0.0006,1035069.04,0.45,9,Finance,China,Yes,633269.85,633269.85,633269.85
L00674,BBB,0.005,755981.04,0.45,3,Real Estate,Italy,Yes,570216.22,570216.22,570216.22
L00675,BBB,0.005,486658.44,0.45,3,Manufacturing,USA,Yes,367073.41,367073.41,367073.41
L00676,CCC,0.2,708322.86,0.45,5,Transport,Germany,Yes,1867662.88,1867662.88,0.0
L00677,AA,0.0006,264008.89,0.45,5,Real Estate,Germany,Yes,97739.76,97739.76,97739.76
L00678,BBB,0.005,539805.15,0.45,10,Energy,China,Yes,846659.85,846659.85,846659.85
L00679,CCC,0.2,1093236.56,0.45,2,Real Estate,France,No,4248009.8,2548805.88,0.0
L00680,B,0.05,396716.44,0.45,1,Finance,France,Yes,523266.6,523266.6,523266.6
L00681,B,0.05,289578.89,0.45,8,Healthcare,France,Yes,624591.11,624591.11,624591.11
L00682,A,0.002,319322.09,0.45,3,Retail,Italy,Yes,154927.0,154927.0,154927.0
L00683,A,0.002,256576.84,0.45,1,Finance,UK,Yes,77038.55,77038.55,77038.55
L00684,BB,0.018,298826.69,0.45,1,Healthcare,Germany,Yes,275804.1,275804.1,275804.1
L00685,B,0.05,367598.27,0.75,2,Finance,UK,No,881435.74,881435.74,881435.74
L00686,BBB,0.005,219085.31,0.75,6,Retail,UK,No,402827.8,402827.8,402827.8
L00687,BBB,0.005,445881.8,0.75,6,Real Estate,France,No,819833.99,819833.99,819833.99
L00688,A,0.002,694632.76,0.75,3,Transport,UK,No,561697.06,561697.06,561697.06
L00689,BB,0.018,281003.36,0.45,4,Retail,Germany,Yes,367079.95,367079.95,367079.95
L00690,A,0.002,945663.39,0.45,2,Retail,Germany,Yes,371376.19,371376.19,371376.19
L00691,A,0.002,571143.66,0.75,2,Healthcare,Brazil,No,373827.79,373827.79,373827.79
L00692,BBB,0.005,740655.06,0.45,7,Energy,USA,Yes,903243.42,903243.42,903243.42
L00693,BBB,0.005,318406.05,0.45,1,Real Estate,Italy,Yes,166096.49,166096.49,166096.49
L00694,A,0.002,678244.16,0.75,7,Retail,UK,No,966513.18,966513.18,966513.18
L00695,AA,0.0006,256281.84,0.75,1,Transport,Italy,No,54935.59,54935.59,54935.59
L00696,BB,0.018,690467.2,0.45,6,Manufacturing,Italy,Yes,1078436.16,1078436.16,1078436.16
L00697,A,0.002,482106.19,0.45,3,Real Estate,Italy,Yes,233905.72,233905.72,233905.72
L00698,BBB,0.005,583398.41,0.75,8,Energy,China,No,1298869.77,1298869.77,1298869.77
L00699,A,0.002,245782.6,0.75,6,Finance,Brazil,No,312370.76,312370.76,312370.76
L00700,BBB,0.005,282791.48,0.75,2,Retail,Italy,No,300683.49,300683.49,300683.49
L00701,BBB,0.005,596368.54,0.75,8,Transport,Brazil,No,1327746.28,1327746.28,1327746.28
L00702,AA,0.0006,275357.63,0.45,5,Real Estate,Germany,Yes,101941.22,101941.22,101941.22
L00703,A,0.002,557714.88,0.45,8,Transport,China,Yes,528419.9,528419.9,528419.9
L00704,AA,0.0006,223335.65,0.45,8,Transport,UK,Yes,123150.42,123150.42,123150.42
L00705,AA,0.0006,676093.8,0.45,6,Healthcare,Brazil,Yes,291135.43,291135.43,291135.43
L00706,CCC,0.2,238885.19,0.75,2,Finance,USA,No,928240.66,928240.66,928240.66
L00707,A,0.002,583120.99,0.75,8,Energy,Italy,No,920819.18,920819.18,920819.18
L00708,B,0.05,604898.21,0.45,6,Real Estate,China,Yes,1159888.89,1159888.89,1159888.89
L00709,A,0.002,312267.07,0.45,6,Retail,USA,Yes,238120.44,238120.44,238120.44
L00710,BB,0.018,591852.83,0.45,8,Energy,Germany,Yes,1075673.62,1075673.62,1075673.62
L00711,BB,0.018,503944.35,0.75,1,Retail,Germany,No,775198.04,775198.04,775198.04
L00712,BBB,0.005,337924.94,0.45,2,Manufacturing,France,Yes,215583.12,215583.12,215583.12
L00713,BBB,0.005,267191.97,0.45,9,Transport,Italy,Yes,388000.93,388000.93,388000.93
L00714,BBB,0.005,165824.81,0.45,8,Manufacturing,France,Yes,221513.97,221513.97,221513.97
L00715,A,0.002,526931.07,0.45,7,Healthcare,China,Yes,450533.18,450533.18,450533.18
L00716,B,0.05,202318.53,0.75,7,Transport,USA,No,686936.96,686936.96,686936.96
L00717,B,0.05,464014.97,0.45,5,Finance,UK,Yes,834203.45,834203.45,834203.45
L00718,CCC,0.2,387811.97,0.45,2,Energy,France,Yes,904156.95,904156.95,904156.95
L00719,AA,0.0006,621301.27,0.45,6,Retail,Germany,Yes,267541.0,267541.0,267541.0
L00720,BB,0.018,380399.48,0.45,10,Healthcare,Italy,Yes,788584.38,788584.38,788584.38
L00721,B,0.05,375223.12,0.75,3,Finance,USA,No,974575.84,974575.84,974575.84
L00722,A,0.002,637899.07,0.45,4,Retail,Brazil,Yes,368472.44,368472.44,368472.44
L00723,AA,0.0006,523100.57,0.45,10,Energy,China,Yes,351635.61,351635.61,351635.61
L00724,BB,0.018,518180.01,0.75,2,Real Estate,China,No,907457.61,907457.61,907457.61
L00725,BBB,0.005,559407.68,0.45,2,Healthcare,Germany,Yes,356880.59,356880.59,356880.59
L00726,B,0.05,205297.19,0.75,8,Manufacturing,Brazil,No,738007.29,738007.29,738007.29
L00727,AA,0.0006,645896.36,0.45,8,Manufacturing,China,Yes,356156.33,356156.33,356156.33
L00728,BB,0.018,600930.4,0.45,10,Retail,UK,Yes,1245754.4,1245754.4,1245754.4
L00729,A,0.002,266108.24,0.75,6,Retail,Italy,No,338203.08,338203.08,338203.08
L00730,A,0.002,391585.74,0.75,5,Retail,UK,No,437332.15,437332.15,437332.15
L00731,A,0.002,433803.24,0.45,8,Healthcare,China,Yes,411016.94,411016.94,411016.94
L00732,B,0.05,413640.12,0.45,4,Energy,UK,Yes,694127.08,694127.08,694127.08
L00733,BB,0.018,522787.31,0.45,4,Real Estate,China,Yes,682926.85,682926.85,682926.85
L00734,BBB,0.005,904993.82,0.45,5,Manufacturing,Italy,Yes,893135.17,893135.17,893135.17
L00735,BBB,0.005,759855.35,0.45,1,Finance,Italy,Yes,396378.49,396378.49,396378.49
L00736,B,0.05,229553.27,0.75,1,Transport,Brazil,No,504632.3,504632.3,504632.3
L00737,BBB,0.005,603822.16,0.45,2,Healthcare,UK,Yes,385215.32,385215.32,385215.32
L00738,B,0.05,859809.95,0.45,8,Healthcare,USA,Yes,1854519.33,1854519.33,0.0
L00739,BBB,0.005,536812.56,0.45,7,Energy,Brazil,Yes,654653.48,654653.48,654653.48
L00740,BBB,0.005,763363.96,0.45,10,Manufacturing,Italy,Yes,1197301.68,1197301.68,1197301.68
L00741,BBB,0.005,1210005.21,0.45,9,Real Estate,Germany,No,2928500.86,1757100.51,0.0
L00742,A,0.002,738114.89,0.45,5,Energy,China,Yes,494606.43,494606.43,494606.43
L00743,BB,0.018,501146.77,0.45,2,Finance,Brazil,Yes,526576.99,526576.99,526576.99
L00744,BBB,0.005,746047.27,0.45,7,Manufacturing,France,No,1516365.55,909819.33,909819.33
L00745,A,0.002,475653.02,0.45,8,Energy,USA,Yes,450668.49,450668.49,450668.49
L00746,B,0.05,447732.63,0.45,7,Manufacturing,China,Yes,912118.41,912118.41,912118.41
L00747,BBB,0.005,371124.51,0.45,7,Manufacturing,Brazil,Yes,452593.64,452593.64,452593.64
L00748,BBB,0.005,966761.09,0.45,5,Healthcare,Italy,No,1590155.11,954093.07,954093.07
L00749,B,0.05,293838.53,0.75,2,Real Estate,Italy,No,704572.91,704572.91,704572.91
L00750,BB,0.018,951870.11,0.45,6,Healthcare,USA,Yes,1486719.63,1486719.63,1486719.63
L00751,AA,0.0006,568031.45,0.45,4,Transport,France,Yes,175984.01,175984.01,175984.01
L00752,B,0.05,219772.22,0.75,10,Real Estate,Brazil,No,877731.65,877731.65,877731.65
L00753,BB,0.018,531694.65,0.45,2,Manufacturing,Brazil,Yes,558674.99,558674.99,558674.99
L00754,A,0.002,154815.09,0.45,9,Energy,UK,Yes,160997.31,160997.31,160997.31
L00755,AA,0.0006,604861.03,0.75,7,Finance,Germany,No,494992.07,494992.07,494992.07
L00756,BB,0.018,688737.67,0.45,6,Real Estate,Italy,Yes,1075734.82,1075734.82,1075734.82
L00757,BB,0.018,329002.96,0.45,5,Transport,Brazil,Yes,471825.14,471825.14,471825.14
L00758,BBB,0.005,470604.75,0.75,3,Manufacturing,Brazil,No,591607.57,591607.57,591607.57
L00759,B,0.05,1175352.57,0.45,10,Finance,China,Yes,2816491.04,2816491.04,0.0
L00760,BB,0.018,343563.3,0.45,10,Real Estate,China,Yes,712221.4,712221.4,712221.4
L00761,A,0.002,260549.0,0.45,4,Healthcare,Brazil,Yes,150502.06,150502.06,150502.06
L00762,A,0.002,928041.47,0.45,3,Healthcare,France,Yes,450262.23,450262.23,450262.23
L00763,A,0.002,1180316.99,0.45,8,Real Estate,Germany,Yes,1118318.71,1118318.71,1118318.71
L00764,BB,0.018,443231.66,0.45,3,Real Estate,Brazil,Yes,522362.42,522362.42,522362.42
L00765,AAA,0.0003,733609.04,0.75,7,Real Estate,USA,No,428385.54,428385.54,428385.54
L00766,BBB,0.005,865219.02,0.45,7,Finance,Italy,No,1758586.04,1055151.62,1055151.62
L00767,BB,0.018,305210.78,0.45,7,Healthcare,UK,Yes,515708.77,515708.77,515708.77
L00768,B,0.05,347092.67,0.75,7,Energy,China,No,1178492.08,1178492.08,1178492.08
L00769,A,0.002,818670.74,0.75,2,Transport,USA,No,535840.45,535840.45,535840.45
L00770,B,0.05,1027364.29,0.45,10,Transport,Italy,No,4103112.53,2461867.52,0.0
L00771,AA,0.0006,586214.14,0.45,3,Manufacturing,China,Yes,146209.9,146209.9,146209.9
L00772,B,0.05,284956.79,0.75,10,Retail,France,No,1138067.37,1138067.37,1138067.37
L00773,AA,0.0006,1194849.22,0.45,9,Energy,China,Yes,731025.62,731025.62,731025.62
L00774,BBB,0.005,339257.45,0.45,3,Healthcare,Germany,Yes,255892.79,255892.79,255892.79
L00775,BB,0.018,374157.13,0.45,2,Manufacturing,Germany,Yes,393143.38,393143.38,393143.38
L00776,AA,0.0006,525008.07,0.75,9,Manufacturing,Italy,No,535345.58,535345.58,535345.58
L00777,A,0.002,962298.73,0.45,10,Real Estate,USA,Yes,1089699.96,1089699.96,1089699.96
L00778,BB,0.018,678057.92,0.45,9,Retail,UK,Yes,1318995.83,1318995.83,1318995.83
L00779,BB,0.018,544396.3,0.75,4,Healthcare,France,No,1185258.47,1185258.47,1185258.47
L00780,BB,0.018,557737.81,0.45,9,Retail,Italy,No,1808237.47,1084942.48,1084942.48
L00781,BB,0.018,452144.61,0.75,3,Energy,France,No,888111.02,888111.02,888111.02
L00782,BBB,0.005,584826.07,0.45,7,Retail,Germany,Yes,713206.9,713206.9,713206.9
L00783,A,0.002,124893.91,0.45,7,Manufacturing,Brazil,Yes,106785.98,106785.98,106785.98
L00784,A,0.002,381435.2,0.75,8,Retail,Brazil,No,602332.71,602332.71,602332.71
L00785,A,0.002,499149.52,0.45,10,Retail,UK,Yes,565233.22,565233.22,565233.22
L00786,B,0.05,248821.97,0.75,4,Transport,France,No,695911.17,695911.17,695911.17
L00787,BBB,0.005,536682.34,0.45,3,Healthcare,Italy,Yes,404805.09,404805.09,404805.09
L00788,BBB,0.005,399418.25,0.75,3,Healthcare,UK,No,502117.45,502117.45,502117.45
L00789,BBB,0.005,1064204.2,0.45,5,Manufacturing,China,Yes,1050259.32,1050259.32,1050259.32
L00790,B,0.05,971415.79,0.45,1,Finance,China,Yes,1281291.58,1281291.58,1281291.58
L00791,A,0.002,350493.42,0.75,10,Retail,USA,No,661493.59,661493.59,661493.59
L00792,BBB,0.005,410274.26,0.45,3,Retail,Brazil,Yes,309458.87,309458.87,309458.87
L00793,BBB,0.005,426354.41,0.45,6,Real Estate,Italy,Yes,470357.62,470357.62,470357.62
L00794,BB,0.018,352981.27,0.75,3,Healthcare,France,No,693332.51,693332.51,693332.51
L00795,AAA,0.0003,487727.68,0.45,5,Retail,UK,Yes,126244.0,126244.0,126244.0
L00796,B,0.05,302809.44,0.45,9,Healthcare,Italy,Yes,689374.32,689374.32,689374.32
L00797,B,0.05,251372.79,0.45,2,Retail,UK,Yes,361648.54,361648.54,361648.54
L00798,BBB,0.005,604015.79,0.45,2,Transport,UK,Yes,385338.85,385338.85,385338.85
L00799,BB,0.018,606078.5,0.45,6,Manufacturing,UK,Yes,946630.0,946630.0,946630.0
L00800,B,0.05,295919.32,0.75,6,Healthcare,France,No,945706.03,945706.03,945706.03
L00801,BB,0.018,692232.88,0.45,8,Energy,Italy,No,2096851.92,1258111.15,1258111.15
L00802,A,0.002,322613.77,0.45,2,Manufacturing,Germany,Yes,126695.26,126695.26,126695.26
L00803,BBB,0.005,502114.08,0.45,9,Real Estate,Germany,Yes,729141.41,729141.41,729141.41
L00804,BB,0.018,666751.04,0.75,2,Manufacturing,France,No,1167641.15,1167641.15,1167641.15
L00805,BBB,0.005,435040.2,0.75,1,Retail,China,No,378231.15,378231.15,378231.15
L00806,BB,0.018,555359.24,0.45,10,Real Estate,France,Yes,1151283.44,1151283.44,1151283.44
L00807,B,0.05,341733.06,0.75,2,Manufacturing,Brazil,No,819415.54,819415.54,819415.54
L00808,B,0.05,401020.05,0.75,7,Real Estate,UK,No,1361593.0,1361593.0,1361593.0
L00809,BBB,0.005,399141.11,0.45,8,Energy,Italy,Yes,533185.19,533185.19,533185.19
L00810,AA,0.0006,304586.63,0.45,5,Manufacturing,Italy,Yes,112762.21,112762.21,112762.21
L00811,CCC,0.2,404988.08,0.45,6,Healthcare,USA,Yes,1109063.48,1109063.48,1109063.48
L00812,B,0.05,203962.38,0.75,1,Healthcare,USA,No,448375.25,448375.25,448375.25
L00813,AA,0.0006,346079.27,0.75,6,Finance,Germany,No,248377.61,248377.61,248377.61
L00814,B,0.05,383679.27,0.75,8,Retail,USA,No,1379259.5,1379259.5,1379259.5
L00815,B,0.05,389223.93,0.45,3,Real Estate,USA,Yes,606564.29,606564.29,606564.29
L00816,BBB,0.005,392091.8,0.75,1,Finance,Germany,No,340891.1,340891.1,340891.1
L00817,BBB,0.005,428959.55,0.75,4,Finance,Brazil,No,622409.44,622409.44,622409.44
L00818,BBB,0.005,562260.62,0.75,1,Transport,China,No,488838.68,488838.68,488838.68
L00819,AA,0.0006,685057.83,0.45,8,Real Estate,Germany,Yes,377750.52,377750.52,377750.52
L00820,A,0.002,319693.3,0.75,5,Finance,China,No,357040.99,357040.99,357040.99
L00821,B,0.05,242413.34,0.45,1,Transport,USA,Yes,319741.74,319741.74,319741.74
L00822,AAA,0.0003,262755.13,0.75,8,Finance,Italy,No,173474.32,173474.32,173474.32
L00823,A,0.002,346763.59,0.75,9,Retail,USA,No,601018.11,601018.11,601018.11
L00824,BBB,0.005,371030.42,0.45,10,Energy,UK,Yes,581944.35,581944.35,581944.35
L00825,BBB,0.005,301041.07,0.75,2,Transport,China,No,320087.71,320087.71,320087.71
L00826,B,0.05,231408.93,0.45,9,Energy,China,Yes,526824.31,526824.31,526824.31
L00827,A,0.002,352194.76,0.75,8,Real Estate,UK,No,556158.49,556158.49,556158.49
L00828,A,0.002,484422.78,0.45,7,Retail,UK,Yes,414188.01,414188.01,414188.01
L00829,BB,0.018,595713.27,0.75,3,Transport,Brazil,No,1170111.31,1170111.31,1170111.31
L00830,BBB,0.005,334799.95,0.75,2,Real Estate,France,No,355982.49,355982.49,355982.49
L00831,A,0.002,359871.06,0.45,7,Finance,UK,Yes,307694.61,307694.61,307694.61
L00832,BBB,0.005,278354.52,0.45,5,Healthcare,China,Yes,274707.08,274707.08,274707.08
L00833,AA,0.0006,435513.21,0.45,6,Manufacturing,Italy,Yes,187538.07,187538.07,187538.07
L00834,A,0.002,289463.85,0.45,4,Real Estate,China,Yes,167204.27,167204.27,167204.27
L00835,BBB,0.005,589225.3,0.45,2,Energy,China,Yes,375903.09,375903.09,375903.09
L00836,BBB,0.005,181147.47,0.75,9,Retail,Brazil,No,438420.03,438420.03,438420.03
L00837,B,0.05,369603.16,0.75,3,Retail,France,No,959978.99,959978.99,959978.99
L00838,BBB,0.005,514295.7,0.75,7,Real Estate,France,No,1045322.88,1045322.88,1045322.88
L00839,BBB,0.005,485006.35,0.45,8,Finance,UK,Yes,647886.67,647886.67,647886.67
L00840,BB,0.018,1700642.76,0.45,2,Manufacturing,USA,No,2978233.78,1786940.27,0.0
L00841,AAA,0.0003,526970.59,0.75,6,Energy,China,No,267528.34,267528.34,267528.34
L00842,BB,0.018,267793.84,0.45,8,Real Estate,Germany,Yes,486706.75,486706.75,486706.75
L00843,A,0.002,421792.12,0.45,7,Real Estate,USA,Yes,360637.96,360637.96,360637.96
L00844,CCC,0.2,182020.91,0.45,3,Healthcare,USA,Yes,442893.4,442893.4,442893.4
L00845,AA,0.0006,424938.67,0.75,1,Retail,France,No,91088.22,91088.22,91088.22
L00846,BBB,0.005,291697.32,0.45,6,Energy,France,Yes,321802.83,321802.83,321802.83
L00847,AA,0.0006,699202.12,0.75,8,Manufacturing,Brazil,No,642583.13,642583.13,642583.13
L00848,CCC,0.2,336122.13,0.45,6,Retail,Brazil,Yes,920473.46,920473.46,920473.46
L00849,BBB,0.005,417323.53,0.75,5,Real Estate,France,No,686425.17,686425.17,686425.17
L00850,BBB,0.005,321972.39,0.45,8,Retail,Italy,Yes,430100.8,430100.8,430100.8
L00851,AA,0.0006,1055395.01,0.75,2,Retail,Italy,No,332473.62,332473.62,332473.62
L00852,BB,0.018,376765.64,0.45,1,Transport,Germany,Yes,347738.38,347738.38,347738.38
L00853,A,0.002,1106019.98,0.45,1,Retail,France,Yes,332088.34,332088.34,332088.34
L00854,B,0.05,664689.89,0.45,4,Finance,UK,No,1859020.41,1115412.25,1115412.25
L00855,A,0.002,562999.13,0.75,6,Retail,Brazil,No,715528.54,715528.54,715528.54
L00856,A,0.002,531982.87,0.45,9,Finance,France,Yes,553226.49,553226.49,553226.49
L00857,AAA,0.0003,538691.67,0.45,1,Energy,Italy,Yes,40828.73,40828.73,40828.73
L00858,BBB,0.005,168748.33,0.45,1,Retail,France,Yes,88027.55,88027.55,88027.55
L00859,BBB,0.005,384830.52,0.45,5,Manufacturing,Italy,Yes,379787.87,379787.87,379787.87
L00860,AA,0.0006,675074.94,0.45,10,Finance,France,Yes,453794.94,453794.94,453794.94
L00861,BB,0.018,431728.16,0.75,5,Finance,China,No,1031906.62,1031906.62,1031906.62
L00862,BBB,0.005,219126.63,0.75,5,Real Estate,UK,No,360425.48,360425.48,360425.48
L00863,BBB,0.005,430971.73,0.45,10,Energy,Germany,Yes,675959.57,675959.57,675959.57
L00864,BBB,0.005,1037218.07,0.45,6,Retail,China,Yes,1144267.33,1144267.33,1144267.33
L00865,BBB,0.005,825253.47,0.45,8,Healthcare,UK,Yes,1102399.42,1102399.42,1102399.42
L00866,BBB,0.005,428908.12,0.45,3,Manufacturing,Italy,Yes,323513.89,323513.89,323513.89
L00867,A,0.002,711922.72,0.45,9,Real Estate,Brazil,Yes,740351.86,740351.86,740351.86
L00868,A,0.002,368334.4,0.45,1,Energy,Brazil,Yes,110594.35,110594.35,110594.35
